identifier,charity_number,company_number,filetype,filename,financial_year_end,org_type
GB-COH-00889858,,00889858,html,accounts/GB-COH-00889858-2017-09-30.html,2017-09-30,CLG
GB-COH-01759876,,01759876,pdf,accounts/GB-COH-01759876-2017-03-31.pdf,2017-03-31,CLG
GB-COH-02203518,,02203518,pdf,accounts/GB-COH-02203518-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-02381821,,02381821,pdf,accounts/GB-COH-02381821-2017-07-31.pdf,2017-07-31,Private Limited Company
GB-COH-02599428,,02599428,pdf,accounts/GB-COH-02599428-2017-06-30.pdf,2017-06-30,CLG
GB-COH-02608803,,02608803,pdf,accounts/GB-COH-02608803-2017-03-31.pdf,2017-03-31,CLG
GB-COH-02978957,,02978957,html,accounts/GB-COH-02978957-2017-10-31.html,2017-10-31,Private Limited Company
GB-COH-03054343,,03054343,html,accounts/GB-COH-03054343-2017-03-31.html,2017-03-31,CLG
GB-COH-03171108,,03171108,html,accounts/GB-COH-03171108-2017-03-31.html,2017-03-31,CLG
GB-COH-03296566,,03296566,pdf,accounts/GB-COH-03296566-2017-12-31.pdf,2017-12-31,CLG
GB-COH-03513202,,03513202,pdf,accounts/GB-COH-03513202-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-03591314,,03591314,pdf,accounts/GB-COH-03591314-2017-03-31.pdf,2017-03-31,CLG
GB-COH-03648122,,03648122,pdf,accounts/GB-COH-03648122-2017-03-31.pdf,2017-03-31,CLG
GB-COH-03874497,,03874497,html,accounts/GB-COH-03874497-2017-10-31.html,2017-10-31,Private Limited Company
GB-COH-03909555,,03909555,pdf,accounts/GB-COH-03909555-2017-12-31.pdf,2017-12-31,CLG
GB-COH-04001326,,04001326,html,accounts/GB-COH-04001326-2017-05-31.html,2017-05-31,CLG
GB-COH-04160469,,04160469,pdf,accounts/GB-COH-04160469-2017-03-31.pdf,2017-03-31,CLG
GB-COH-04173535,,04173535,html,accounts/GB-COH-04173535-2017-09-30.html,2017-09-30,CLG
GB-COH-04189619,,04189619,html,accounts/GB-COH-04189619-2017-03-31.html,2017-03-31,CLG
GB-COH-04274007,,04274007,html,accounts/GB-COH-04274007-2018-03-31.html,2018-03-31,Private Limited Company
GB-COH-04418625,,04418625,pdf,accounts/GB-COH-04418625-2017-03-31.pdf,2017-03-31,Private Limited Company
GB-COH-04554636,,04554636,pdf,accounts/GB-COH-04554636-2017-12-31.pdf,2017-12-31,
GB-COH-04577725,,04577725,html,accounts/GB-COH-04577725-2017-03-31.html,2017-03-31,CLG
GB-COH-04801730,,04801730,pdf,accounts/GB-COH-04801730-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-04846529,,04846529,pdf,accounts/GB-COH-04846529-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-04964138,,04964138,html,accounts/GB-COH-04964138-2017-03-31.html,2017-03-31,Private Limited Company
GB-COH-05047824,,05047824,html,accounts/GB-COH-05047824-2017-03-31.html,2017-03-31,CLG
GB-COH-05070626,,05070626,pdf,accounts/GB-COH-05070626-2013-03-31.pdf,2013-03-31,Private Limited Company
GB-COH-05135926,,05135926,pdf,accounts/GB-COH-05135926-2017-03-31.pdf,2017-03-31,CLG
GB-COH-05262487,,05262487,html,accounts/GB-COH-05262487-2017-03-31.html,2017-03-31,CLG
GB-COH-05263926,,05263926,pdf,accounts/GB-COH-05263926-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-05298085,,05298085,html,accounts/GB-COH-05298085-2017-03-31.html,2017-03-31,CLG
GB-COH-05419521,,05419521,pdf,accounts/GB-COH-05419521-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-05576596,,05576596,pdf,accounts/GB-COH-05576596-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-05611771,,05611771,pdf,accounts/GB-COH-05611771-2017-03-31.pdf,2017-03-31,Private Limited Company
GB-COH-05642581,,05642581,html,accounts/GB-COH-05642581-2017-12-31.html,2017-12-31,CLG
GB-COH-05677069,,05677069,html,accounts/GB-COH-05677069-2016-12-31.html,2016-12-31,CLG
GB-COH-05692427,,05692427,pdf,accounts/GB-COH-05692427-2017-03-31.pdf,2017-03-31,CLG
GB-COH-05766631,,05766631,html,accounts/GB-COH-05766631-2018-03-31.html,2018-03-31,Private Limited Company
GB-COH-05786202,,05786202,html,accounts/GB-COH-05786202-2017-03-31.html,2017-03-31,CLG
GB-COH-05853922,,05853922,pdf,accounts/GB-COH-05853922-2018-03-31.pdf,2018-03-31,CLG
GB-COH-05862214,,05862214,pdf,accounts/GB-COH-05862214-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-05888474,,05888474,pdf,accounts/GB-COH-05888474-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-05935259,,05935259,pdf,accounts/GB-COH-05935259-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-05969206,,05969206,html,accounts/GB-COH-05969206-2017-10-31.html,2017-10-31,CLG
GB-COH-05970967,,05970967,html,accounts/GB-COH-05970967-2017-03-31.html,2017-03-31,Private Limited Company
GB-COH-05976127,,05976127,html,accounts/GB-COH-05976127-2018-10-31.html,2018-10-31,CLG
GB-COH-06045786,,06045786,pdf,accounts/GB-COH-06045786-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-06076462,,06076462,pdf,accounts/GB-COH-06076462-2017-07-31.pdf,2017-07-31,Community Interest Company
,,,not found,,2018-03-31,
GB-COH-06110507,,06110507,pdf,accounts/GB-COH-06110507-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-06261979,,06261979,pdf,accounts/GB-COH-06261979-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-06269027,,06269027,html,accounts/GB-COH-06269027-2017-06-30.html,2017-06-30,CLG
GB-COH-06270922,,06270922,html,accounts/GB-COH-06270922-2016-11-30.html,2016-11-30,Private Limited Company
GB-COH-06273840,,06273840,pdf,accounts/GB-COH-06273840-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-06274005,,06274005,pdf,accounts/GB-COH-06274005-2018-03-31.pdf,2018-03-31,CLG
GB-COH-06285509,,06285509,html,accounts/GB-COH-06285509-2017-06-30.html,2017-06-30,CLG
GB-COH-06285571,,06285571,pdf,accounts/GB-COH-06285571-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-06285637,,06285637,pdf,accounts/GB-COH-06285637-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-06299911,,06299911,html,accounts/GB-COH-06299911-2017-03-31.html,2017-03-31,CLG
GB-COH-06352540,,06352540,html,accounts/GB-COH-06352540-2017-03-31.html,2017-03-31,Private Limited Company
GB-COH-06357764,,06357764,pdf,accounts/GB-COH-06357764-2018-08-31.pdf,2018-08-31,CLG
GB-COH-06368179,,06368179,pdf,accounts/GB-COH-06368179-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-06419805,,06419805,pdf,accounts/GB-COH-06419805-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06488693,,06488693,html,accounts/GB-COH-06488693-2018-01-31.html,2018-01-31,CLG
GB-COH-06527975,,06527975,pdf,accounts/GB-COH-06527975-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06529933,,06529933,pdf,accounts/GB-COH-06529933-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06569976,,06569976,html,accounts/GB-COH-06569976-2018-03-31.html,2018-03-31,Private Limited Company
GB-COH-06570056,,06570056,pdf,accounts/GB-COH-06570056-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-06585052,,06585052,html,accounts/GB-COH-06585052-2018-03-31.html,2018-03-31,CLG
GB-COH-06643172,,06643172,pdf,accounts/GB-COH-06643172-2018-03-31.pdf,2018-03-31,CLG
GB-COH-06663420,,06663420,pdf,accounts/GB-COH-06663420-2012-05-31.pdf,2012-05-31,Private Limited Company
GB-COH-06668777,,06668777,html,accounts/GB-COH-06668777-2017-03-31.html,2017-03-31,CLG
GB-COH-06671870,,06671870,pdf,accounts/GB-COH-06671870-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-06724261,,06724261,pdf,accounts/GB-COH-06724261-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06759419,,06759419,html,accounts/GB-COH-06759419-2017-03-31.html,2017-03-31,CLG
GB-COH-06792158,,06792158,pdf,accounts/GB-COH-06792158-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06794848,,06794848,pdf,accounts/GB-COH-06794848-2018-01-31.pdf,2018-01-31,Community Interest Company
GB-COH-06811925,,06811925,pdf,accounts/GB-COH-06811925-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06851738,,06851738,pdf,accounts/GB-COH-06851738-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-06859322,,06859322,html,accounts/GB-COH-06859322-2017-03-31.html,2017-03-31,CLG
GB-COH-06866929,,06866929,pdf,accounts/GB-COH-06866929-2017-07-31.pdf,2017-07-31,Private Limited Company
GB-COH-06872177,,06872177,html,accounts/GB-COH-06872177-2017-04-30.html,2017-04-30,Community Interest Company
GB-COH-06917895,,06917895,pdf,accounts/GB-COH-06917895-2017-03-31.pdf,2017-03-31,CLG
,,,not found,,2018-07-31,
GB-COH-06987067,,06987067,html,accounts/GB-COH-06987067-2017-03-31.html,2017-03-31,CLG
GB-COH-06992028,,06992028,html,accounts/GB-COH-06992028-2017-08-31.html,2017-08-31,Private Limited Company
GB-COH-07034619,,07034619,pdf,accounts/GB-COH-07034619-2018-03-31.pdf,2018-03-31,Community Interest Company
GB-COH-07041945,,07041945,html,accounts/GB-COH-07041945-2017-03-31.html,2017-03-31,Private Limited Company
GB-COH-07111700,,07111700,pdf,accounts/GB-COH-07111700-2016-12-31.pdf,2016-12-31,Community Interest Company
GB-COH-07119208,,07119208,html,accounts/GB-COH-07119208-2017-08-31.html,2017-08-31,CLG
GB-COH-07148854,,07148854,html,accounts/GB-COH-07148854-2018-03-31.html,2018-03-31,CLG
GB-COH-07170259,,07170259,pdf,accounts/GB-COH-07170259-2018-02-28.pdf,2018-02-28,Community Interest Company
GB-COH-07175596,,07175596,html,accounts/GB-COH-07175596-2017-03-31.html,2017-03-31,CLG
GB-COH-07222935,,07222935,html,accounts/GB-COH-07222935-2017-08-31.html,2017-08-31,CLG
GB-COH-07245624,,07245624,pdf,accounts/GB-COH-07245624-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-07253111,,07253111,pdf,accounts/GB-COH-07253111-2017-05-31.pdf,2017-05-31,Community Interest Company
GB-COH-07289100,,07289100,html,accounts/GB-COH-07289100-2017-07-31.html,2017-07-31,CLG
GB-COH-07304347,,07304347,html,accounts/GB-COH-07304347-2018-03-31.html,2018-03-31,CLG
GB-COH-07313950,,07313950,html,accounts/GB-COH-07313950-2017-07-31.html,2017-07-31,CLG
GB-COH-07351169,,07351169,pdf,accounts/GB-COH-07351169-2017-07-31.pdf,2017-07-31,CLG
GB-COH-07370033,,07370033,pdf,accounts/GB-COH-07370033-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-07376785,,07376785,pdf,accounts/GB-COH-07376785-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07376821,,07376821,pdf,accounts/GB-COH-07376821-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-07381111,,07381111,html,accounts/GB-COH-07381111-2017-09-30.html,2017-09-30,CLG
GB-COH-07403274,,07403274,html,accounts/GB-COH-07403274-2017-10-31.html,2017-10-31,CLG
GB-COH-07415416,,07415416,pdf,accounts/GB-COH-07415416-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-07449008,,07449008,pdf,accounts/GB-COH-07449008-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-07458926,,07458926,pdf,accounts/GB-COH-07458926-2018-03-31.pdf,2018-03-31,Community Interest Company
,,,not found,,2017-12-31,
GB-COH-07475537,,07475537,pdf,accounts/GB-COH-07475537-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-07483316,,07483316,pdf,accounts/GB-COH-07483316-2017-03-31.pdf,2017-03-31,Community Interest Company
,,,not found,,2018-01-31,
GB-COH-07511534,,07511534,html,accounts/GB-COH-07511534-2018-01-31.html,2018-01-31,CLG
GB-COH-07512796,,07512796,pdf,accounts/GB-COH-07512796-2018-04-30.pdf,2018-04-30,Community Interest Company
GB-COH-07516227,,07516227,pdf,accounts/GB-COH-07516227-2017-03-31.pdf,2017-03-31,CLG
GB-COH-07539984,,07539984,pdf,accounts/GB-COH-07539984-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07549143,,07549143,pdf,accounts/GB-COH-07549143-2017-03-29.pdf,2017-03-29,Community Interest Company
GB-COH-07556002,,07556002,html,accounts/GB-COH-07556002-2015-03-31.html,2015-03-31,CLG
GB-COH-07559980,,07559980,pdf,accounts/GB-COH-07559980-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07564768,,07564768,html,accounts/GB-COH-07564768-2018-01-31.html,2018-01-31,Private Limited Company
GB-COH-07573080,,07573080,pdf,accounts/GB-COH-07573080-2017-09-30.pdf,2017-09-30,Community Interest Company
GB-COH-07577393,,07577393,html,accounts/GB-COH-07577393-2017-03-31.html,2017-03-31,CLG
GB-COH-07578755,,07578755,pdf,accounts/GB-COH-07578755-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07582064,,07582064,pdf,accounts/GB-COH-07582064-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-07599236,,07599236,pdf,accounts/GB-COH-07599236-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-07621946,,07621946,html,accounts/GB-COH-07621946-2017-05-31.html,2017-05-31,CLG
GB-COH-07635348,,07635348,pdf,accounts/GB-COH-07635348-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07656463,,07656463,pdf,accounts/GB-COH-07656463-2017-09-29.pdf,2017-09-29,Community Interest Company
GB-COH-07677516,,07677516,pdf,accounts/GB-COH-07677516-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-07686682,,07686682,html,accounts/GB-COH-07686682-2017-05-31.html,2017-05-31,CLG
GB-COH-07696676,,07696676,pdf,accounts/GB-COH-07696676-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-07697255,,07697255,html,accounts/GB-COH-07697255-2017-07-31.html,2017-07-31,CLG
GB-COH-07707142,,07707142,html,accounts/GB-COH-07707142-2018-03-31.html,2018-03-31,CLG
GB-COH-07713141,,07713141,html,accounts/GB-COH-07713141-2016-09-30.html,2016-09-30,Private Limited Company
,,,not found,,2018-08-31,
GB-COH-07747655,,07747655,html,accounts/GB-COH-07747655-2015-08-31.html,2015-08-31,Private Limited Company
GB-COH-07761107,,07761107,html,accounts/GB-COH-07761107-2017-09-30.html,2017-09-30,CLG
GB-COH-07811703,,07811703,pdf,accounts/GB-COH-07811703-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-07831511,,07831511,html,accounts/GB-COH-07831511-2017-12-31.html,2017-12-31,Private Limited Company
GB-COH-07876725,,07876725,pdf,accounts/GB-COH-07876725-2016-12-31.pdf,2016-12-31,Community Interest Company
GB-COH-07876972,,07876972,pdf,accounts/GB-COH-07876972-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-07883580,,07883580,pdf,accounts/GB-COH-07883580-2017-04-02.pdf,2017-04-02,Community Interest Company
GB-COH-07895655,,07895655,pdf,accounts/GB-COH-07895655-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-07906736,,07906736,pdf,accounts/GB-COH-07906736-2018-01-31.pdf,2018-01-31,Community Interest Company
GB-COH-07929147,,07929147,pdf,accounts/GB-COH-07929147-2018-01-31.pdf,2018-01-31,Community Interest Company
GB-COH-07932623,,07932623,pdf,accounts/GB-COH-07932623-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-07952747,,07952747,pdf,accounts/GB-COH-07952747-2017-03-31.pdf,2017-03-31,Private Limited Company
GB-COH-07993668,,07993668,html,accounts/GB-COH-07993668-2017-03-31.html,2017-03-31,CLG
GB-COH-08006878,,08006878,pdf,accounts/GB-COH-08006878-2016-03-31.pdf,2016-03-31,Community Interest Company
GB-COH-08012085,,08012085,html,accounts/GB-COH-08012085-2017-07-31.html,2017-07-31,CLG
GB-COH-08020762,,08020762,pdf,accounts/GB-COH-08020762-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-08025135,,08025135,pdf,accounts/GB-COH-08025135-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-08027517,,08027517,html,accounts/GB-COH-08027517-2018-07-31.html,2018-07-31,CLG
GB-COH-08028170,,08028170,pdf,accounts/GB-COH-08028170-2018-03-31.pdf,2018-03-31,Private Limited Company
GB-COH-08043211,,08043211,pdf,accounts/GB-COH-08043211-2017-04-30.pdf,2017-04-30,Community Interest Company
GB-COH-08058011,,08058011,pdf,accounts/GB-COH-08058011-2017-05-31.pdf,2017-05-31,Community Interest Company
GB-COH-08059746,,08059746,pdf,accounts/GB-COH-08059746-2017-05-31.pdf,2017-05-31,Community Interest Company
GB-COH-08073750,,08073750,pdf,accounts/GB-COH-08073750-2014-08-31.pdf,2014-08-31,Community Interest Company
GB-COH-08077494,,08077494,pdf,accounts/GB-COH-08077494-2017-03-31.pdf,2017-03-31,Community Interest Company
GB-COH-08093898,,08093898,html,accounts/GB-COH-08093898-2017-06-30.html,2017-06-30,CLG
GB-COH-08115138,,08115138,pdf,accounts/GB-COH-08115138-2017-06-30.pdf,2017-06-30,Community Interest Company
GB-COH-08137116,,08137116,pdf,accounts/GB-COH-08137116-2017-07-31.pdf,2017-07-31,Community Interest Company
GB-COH-08145934,,08145934,pdf,accounts/GB-COH-08145934-2017-12-15.pdf,2017-12-15,Community Interest Company
GB-COH-08149499,,08149499,html,accounts/GB-COH-08149499-2016-07-31.html,2016-07-31,Private Limited Company
GB-COH-08179568,,08179568,pdf,accounts/GB-COH-08179568-2017-08-31.pdf,2017-08-31,Community Interest Company
GB-COH-08180454,,08180454,html,accounts/GB-COH-08180454-2017-03-31.html,2017-03-31,CLG
GB-COH-08181031,,08181031,html,accounts/GB-COH-08181031-2017-08-31.html,2017-08-31,CLG
GB-COH-08204979,,08204979,html,accounts/GB-COH-08204979-2016-09-30.html,2016-09-30,CLG
GB-COH-08212369,,08212369,pdf,accounts/GB-COH-08212369-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-08244179,,08244179,pdf,accounts/GB-COH-08244179-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-08253562,,08253562,pdf,accounts/GB-COH-08253562-2017-10-31.pdf,2017-10-31,Community Interest Company
GB-COH-08259109,,08259109,html,accounts/GB-COH-08259109-2017-10-31.html,2017-10-31,CLG
GB-COH-08265764,,08265764,pdf,accounts/GB-COH-08265764-2017-12-31.pdf,2017-12-31,Private Limited Company
GB-COH-08284427,,08284427,pdf,accounts/GB-COH-08284427-2017-11-30.pdf,2017-11-30,Community Interest Company
GB-COH-08306068,,08306068,pdf,accounts/GB-COH-08306068-2018-03-31.pdf,2018-03-31,Private Limited Company
GB-COH-08323538,,08323538,pdf,accounts/GB-COH-08323538-2017-12-31.pdf,2017-12-31,Community Interest Company
GB-COH-08339345,,08339345,pdf,accounts/GB-COH-08339345-2017-08-31.pdf,2017-08-31,CLG
GB-COH-08343443,,08343443,pdf,accounts/GB-COH-08343443-2015-12-31.pdf,2015-12-31,Community Interest Company
GB-COH-08361308,,08361308,pdf,accounts/GB-COH-08361308-2017-01-31.pdf,2017-01-31,Community Interest Company
